year,state,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
2006,montana,1.63,0.41,0.82,2.87,386.3703704,81.36434109,170.2514193,612.2666667
2005,montana,1.59,0.42,0.77,2.78,376.8888889,83.34883721,159.8702352,593.0666667
2004,montana,1.57,0.34,0.75,2.66,372.1481481,67.47286822,155.7177616,567.4666667
2003,montana,1.56,0.33,0.72,2.62,369.7777778,65.48837209,149.4890511,558.9333333
2002,montana,1.62,0.33,0.7,2.65,384,65.48837209,145.3365775,565.3333333
2001,montana,1.58,0.3,0.68,2.56,374.5185185,59.53488372,141.1841038,546.1333333
2000,montana,1.57,0.29,0.68,2.54,372.1481481,57.5503876,141.1841038,541.8666667
1999,montana,1.56,0.28,0.67,2.51,369.7777778,55.56589147,139.107867,535.4666667
1998,montana,1.53,0.27,0.65,2.45,362.6666667,53.58139535,134.9553933,522.6666667
1997,montana,1.41,0.27,0.64,2.32,334.2222222,53.58139535,132.8791565,494.9333333
1996,montana,1.55,0.26,0.64,2.45,367.4074074,51.59689922,132.8791565,522.6666667
1995,montana,1.52,0.25,0.78,2.55,360.2962963,49.6124031,161.946472,544
1994,montana,1.57,0.24,0.7,2.51,372.1481481,47.62790698,145.3365775,535.4666667
1993,montana,1.49,0.25,0.73,2.47,353.1851852,49.6124031,151.5652879,526.9333333
1992,montana,1.59,0.26,0.75,2.61,376.8888889,51.59689922,155.7177616,556.8
1991,montana,1.61,0.28,0.76,2.64,381.6296296,55.56589147,157.7939984,563.2
1990,montana,1.61,0.29,0.77,2.67,381.6296296,57.5503876,159.8702352,569.6
1989,montana,1.59,0.29,0.73,2.61,376.8888889,57.5503876,151.5652879,556.8
1988,montana,1.61,0.32,0.77,2.7,381.6296296,63.50387597,159.8702352,576
1987,montana,1.59,0.34,0.78,2.7,376.8888889,67.47286822,161.946472,576
1986,montana,1.6,0.34,0.82,2.76,379.2592593,67.47286822,170.2514193,588.8
1985,montana,1.62,0.33,0.89,2.84,384,65.48837209,184.785077,605.8666667
1984,montana,1.71,0.32,0.93,2.97,405.3333333,63.50387597,193.0900243,633.6
1983,montana,1.8,0.32,0.99,3.11,426.6666667,63.50387597,205.5474453,663.4666667
1982,montana,1.82,0.32,1.02,3.16,431.4074074,63.50387597,211.7761557,674.1333333
1981,montana,1.9,0.33,1.05,3.27,450.3703704,65.48837209,218.0048662,697.6
1980,montana,1.82,0.35,1.03,3.2,431.4074074,69.45736434,213.8523925,682.6666667
1979,montana,1.83,0.41,1.05,3.29,433.7777778,81.36434109,218.0048662,701.8666667
1978,montana,1.82,0.2,1.07,3.09,431.4074074,39.68992248,222.1573398,659.2
1977,montana,1.82,0.2,1.1,3.11,431.4074074,39.68992248,228.3860503,663.4666667
2018,nebraska,1.22,0.21,0.73,2.16,289.1851852,41.6744186,151.5652879,460.8
2017,nebraska,1.26,0.22,0.72,2.2,298.6666667,43.65891473,149.4890511,469.3333333
2016,nebraska,1.3,0.22,0.72,2.24,308.1481481,43.65891473,149.4890511,477.8666667
2015,nebraska,1.34,0.22,0.71,2.27,317.6296296,43.65891473,147.4128143,484.2666667
2014,nebraska,1.37,0.21,0.72,2.3,324.7407407,41.6744186,149.4890511,490.6666667
2013,nebraska,1.39,0.21,0.71,2.32,329.4814815,41.6744186,147.4128143,494.9333333
2012,nebraska,1.41,0.21,0.69,2.32,334.2222222,41.6744186,143.2603406,494.9333333
2011,nebraska,1.39,0.21,0.69,2.29,329.4814815,41.6744186,143.2603406,488.5333333
2010,nebraska,1.4,0.21,0.67,2.28,331.8518519,41.6744186,139.107867,486.4
2009,nebraska,1.42,0.2,0.67,2.29,336.5925926,39.68992248,139.107867,488.5333333
2008,nebraska,1.45,0.2,0.68,2.33,343.7037037,39.68992248,141.1841038,497.0666667
2007,nebraska,1.43,0.2,0.67,2.31,338.962963,39.68992248,139.107867,492.8
2006,nebraska,1.42,0.21,0.71,2.35,336.5925926,41.6744186,147.4128143,501.3333333
2005,nebraska,1.41,0.2,0.68,2.29,334.2222222,39.68992248,141.1841038,488.5333333
2004,nebraska,1.44,0.2,0.65,2.28,341.3333333,39.68992248,134.9553933,486.4
2003,nebraska,1.43,0.19,0.63,2.24,338.962963,37.70542636,130.8029197,477.8666667
2002,nebraska,1.45,0.17,0.61,2.23,343.7037037,33.73643411,126.6504461,475.7333333
2001,nebraska,1.43,0.16,0.6,2.2,338.962963,31.75193798,124.5742092,469.3333333
2000,nebraska,1.44,0.17,0.62,2.23,341.3333333,33.73643411,128.7266829,475.7333333
1999,nebraska,1.42,0.17,0.6,2.19,336.5925926,33.73643411,124.5742092,467.2
1998,nebraska,1.39,0.18,0.58,2.16,329.4814815,35.72093023,120.4217356,460.8
1997,nebraska,1.35,0.18,0.56,2.09,320,35.72093023,116.269262,445.8666667
1996,nebraska,1.35,0.18,0.57,2.11,320,35.72093023,118.3454988,450.1333333
1995,nebraska,1.35,0.19,0.57,2.1,320,37.70542636,118.3454988,448
1994,nebraska,1.39,0.18,0.57,2.14,329.4814815,35.72093023,118.3454988,456.5333333
1993,nebraska,1.37,0.18,0.59,2.14,324.7407407,35.72093023,122.4979724,456.5333333
1992,nebraska,1.37,0.18,0.61,2.16,324.7407407,35.72093023,126.6504461,460.8
1991,nebraska,1.4,0.18,0.61,2.19,331.8518519,35.72093023,126.6504461,467.2
